method,scenario,nodes,trial,sla_pct
Tavousi-Fuzzy,Churn,300,7,20.036
Tavousi-Fuzzy,Churn,300,8,20.036
Tavousi-Fuzzy,Churn,300,9,18.885
Tavousi-Fuzzy,Churn,300,10,20.036
Tavousi-Fuzzy,Churn,500,1,19.512
Tavousi-Fuzzy,Churn,500,2,19.512
Tavousi-Fuzzy,Churn,500,3,19.512
Tavousi-Fuzzy,Churn,500,4,19.512
Tavousi-Fuzzy,Churn,500,5,19.512
Tavousi-Fuzzy,Churn,500,6,19.512
Tavousi-Fuzzy,Churn,500,7,19.512
Tavousi-Fuzzy,Churn,500,8,19.512
Tavousi-Fuzzy,Churn,500,9,19.512
Tavousi-Fuzzy,Churn,500,10,19.512
Tavousi-Fuzzy,Churn,1000,1,18.886
Tavousi-Fuzzy,Churn,1000,2,18.887
Tavousi-Fuzzy,Churn,1000,3,19.218
Tavousi-Fuzzy,Churn,1000,4,18.886
Tavousi-Fuzzy,Churn,1000,5,18.887
Tavousi-Fuzzy,Churn,1000,6,19.218
Tavousi-Fuzzy,Churn,1000,7,18.886
Tavousi-Fuzzy,Churn,1000,8,18.887
Tavousi-Fuzzy,Churn,1000,9,19.218
Tavousi-Fuzzy,Churn,1000,10,18.886
Dogani-TwoTier,Normal Load,100,1,21.963
Dogani-TwoTier,Normal Load,100,2,18.366
Dogani-TwoTier,Normal Load,100,3,18.368
Dogani-TwoTier,Normal Load,100,4,21.963
Dogani-TwoTier,Normal Load,100,5,18.366
Dogani-TwoTier,Normal Load,100,6,18.368
Dogani-TwoTier,Normal Load,100,7,21.963
Dogani-TwoTier,Normal Load,100,8,18.366
Dogani-TwoTier,Normal Load,100,9,18.368
Dogani-TwoTier,Normal Load,100,10,21.963
Dogani-TwoTier,Normal Load,300,1,19.521
Dogani-TwoTier,Normal Load,300,2,18.4
Dogani-TwoTier,Normal Load,300,3,19.522
Dogani-TwoTier,Normal Load,300,4,19.521
Dogani-TwoTier,Normal Load,300,5,18.4
Dogani-TwoTier,Normal Load,300,6,19.522
Dogani-TwoTier,Normal Load,300,7,19.521
Dogani-TwoTier,Normal Load,300,8,18.4
Dogani-TwoTier,Normal Load,300,9,19.522
Dogani-TwoTier,Normal Load,300,10,19.521
Dogani-TwoTier,Normal Load,500,1,18.978
Dogani-TwoTier,Normal Load,500,2,18.978
Dogani-TwoTier,Normal Load,500,3,18.978
Dogani-TwoTier,Normal Load,500,4,18.978
Dogani-TwoTier,Normal Load,500,5,18.978
Dogani-TwoTier,Normal Load,500,6,18.978
Dogani-TwoTier,Normal Load,500,7,18.978
Dogani-TwoTier,Normal Load,500,8,18.978
Dogani-TwoTier,Normal Load,500,9,18.978
Dogani-TwoTier,Normal Load,500,10,18.978
Dogani-TwoTier,Normal Load,1000,1,18.195
Dogani-TwoTier,Normal Load,1000,2,18.195
Dogani-TwoTier,Normal Load,1000,3,18.514
Dogani-TwoTier,Normal Load,1000,4,18.195
Dogani-TwoTier,Normal Load,1000,5,18.195
Dogani-TwoTier,Normal Load,1000,6,18.514
Dogani-TwoTier,Normal Load,1000,7,18.195
Dogani-TwoTier,Normal Load,1000,8,18.195
Dogani-TwoTier,Normal Load,1000,9,18.514
Dogani-TwoTier,Normal Load,1000,10,18.195
Dogani-TwoTier,Burst Load,100,1,21.878
Dogani-TwoTier,Burst Load,100,2,18.267
Dogani-TwoTier,Burst Load,100,3,18.263
Dogani-TwoTier,Burst Load,100,4,21.878
Dogani-TwoTier,Burst Load,100,5,18.267
Dogani-TwoTier,Burst Load,100,6,18.263
Dogani-TwoTier,Burst Load,100,7,21.878
Dogani-TwoTier,Burst Load,100,8,18.267
Dogani-TwoTier,Burst Load,100,9,18.263
Dogani-TwoTier,Burst Load,100,10,21.878
Dogani-TwoTier,Burst Load,300,1,19.564
Dogani-TwoTier,Burst Load,300,2,18.429
Dogani-TwoTier,Burst Load,300,3,19.563
Dogani-TwoTier,Burst Load,300,4,19.564
Dogani-TwoTier,Burst Load,300,5,18.429
Dogani-TwoTier,Burst Load,300,6,19.563
Dogani-TwoTier,Burst Load,300,7,19.564
Dogani-TwoTier,Burst Load,300,8,18.429
Dogani-TwoTier,Burst Load,300,9,19.563
Dogani-TwoTier,Burst Load,300,10,19.564
Dogani-TwoTier,Burst Load,500,1,19.011
Dogani-TwoTier,Burst Load,500,2,19.011
Dogani-TwoTier,Burst Load,500,3,19.011
Dogani-TwoTier,Burst Load,500,4,19.011
Dogani-TwoTier,Burst Load,500,5,19.011
Dogani-TwoTier,Burst Load,500,6,19.011
Dogani-TwoTier,Burst Load,500,7,19.011
Dogani-TwoTier,Burst Load,500,8,19.011
Dogani-TwoTier,Burst Load,500,9,19.011
Dogani-TwoTier,Burst Load,500,10,19.011
Dogani-TwoTier,Burst Load,1000,1,18.718
Dogani-TwoTier,Burst Load,1000,2,18.718
Dogani-TwoTier,Burst Load,1000,3,19.049
Dogani-TwoTier,Burst Load,1000,4,18.718
Dogani-TwoTier,Burst Load,1000,5,18.718
Dogani-TwoTier,Burst Load,1000,6,19.049
Dogani-TwoTier,Burst Load,1000,7,18.718
Dogani-TwoTier,Burst Load,1000,8,18.718
Dogani-TwoTier,Burst Load,1000,9,19.049
Dogani-TwoTier,Burst Load,1000,10,18.718
Dogani-TwoTier,Churn,100,1,18.976
Dogani-TwoTier,Churn,100,2,18.977
Dogani-TwoTier,Churn,100,3,22.691
Dogani-TwoTier,Churn,100,4,18.976
Dogani-TwoTier,Churn,100,5,18.977
Dogani-TwoTier,Churn,100,6,22.691
Dogani-TwoTier,Churn,100,7,18.976
Dogani-TwoTier,Churn,100,8,18.977
Dogani-TwoTier,Churn,100,9,22.691
Dogani-TwoTier,Churn,100,10,18.976
Dogani-TwoTier,Churn,300,1,18.885
Dogani-TwoTier,Churn,300,2,20.036
Dogani-TwoTier,Churn,300,3,20.036
Dogani-TwoTier,Churn,300,4,18.885
Dogani-TwoTier,Churn,300,5,20.036
Dogani-TwoTier,Churn,300,6,20.036
Dogani-TwoTier,Churn,300,7,18.885
Dogani-TwoTier,Churn,300,8,20.036
Dogani-TwoTier,Churn,300,9,20.036
Dogani-TwoTier,Churn,300,10,18.885
Dogani-TwoTier,Churn,500,1,19.512
Dogani-TwoTier,Churn,500,2,19.512
Dogani-TwoTier,Churn,500,3,19.512
Dogani-TwoTier,Churn,500,4,19.512
Dogani-TwoTier,Churn,500,5,19.512
Dogani-TwoTier,Churn,500,6,19.512
Dogani-TwoTier,Churn,500,7,19.512
Dogani-TwoTier,Churn,500,8,19.512
Dogani-TwoTier,Churn,500,9,19.512
Dogani-TwoTier,Churn,500,10,19.512
Dogani-TwoTier,Churn,1000,1,18.887
Dogani-TwoTier,Churn,1000,2,19.218
Dogani-TwoTier,Churn,1000,3,18.886
Dogani-TwoTier,Churn,1000,4,18.887
Dogani-TwoTier,Churn,1000,5,19.218
Dogani-TwoTier,Churn,1000,6,18.886
Dogani-TwoTier,Churn,1000,7,18.887
Dogani-TwoTier,Churn,1000,8,19.218
Dogani-TwoTier,Churn,1000,9,18.886
Dogani-TwoTier,Churn,1000,10,18.887
Edgeward,Normal Load,100,1,74.727
Edgeward,Normal Load,100,2,85.589
Edgeward,Normal Load,100,3,100.0
Edgeward,Normal Load,100,4,74.71
Edgeward,Normal Load,100,5,85.588
Edgeward,Normal Load,100,6,100.0
Edgeward,Normal Load,100,7,74.742
Edgeward,Normal Load,100,8,85.581
Edgeward,Normal Load,100,9,100.0
Edgeward,Normal Load,100,10,74.721
Edgeward,Normal Load,300,1,0.0
Edgeward,Normal Load,300,2,0.0
Edgeward,Normal Load,300,3,0.0
Edgeward,Normal Load,300,4,0.0
Edgeward,Normal Load,300,5,0.0
Edgeward,Normal Load,300,6,0.0
Edgeward,Normal Load,300,7,0.0
Edgeward,Normal Load,300,8,0.0
Edgeward,Normal Load,300,9,0.0
Edgeward,Normal Load,300,10,0.0
Edgeward,Normal Load,500,1,0.0
Edgeward,Normal Load,500,2,0.0
Edgeward,Normal Load,500,3,0.0
Edgeward,Normal Load,500,4,0.0
Edgeward,Normal Load,500,5,0.0
Edgeward,Normal Load,500,6,0.0
Edgeward,Normal Load,500,7,0.0
Edgeward,Normal Load,500,8,0.0
Edgeward,Normal Load,500,9,0.0
Edgeward,Normal Load,500,10,0.0
Edgeward,Normal Load,1000,1,0.0
Edgeward,Normal Load,1000,2,0.0
Edgeward,Normal Load,1000,3,0.0
Edgeward,Normal Load,1000,4,0.0
Edgeward,Normal Load,1000,5,0.0
Edgeward,Normal Load,1000,6,0.0
Edgeward,Normal Load,1000,7,0.0
Edgeward,Normal Load,1000,8,0.0
Edgeward,Normal Load,1000,9,0.0
Edgeward,Normal Load,1000,10,0.0
Edgeward,Burst Load,100,1,86.712
Edgeward,Burst Load,100,2,86.741
Edgeward,Burst Load,100,3,87.54
Edgeward,Burst Load,100,4,86.712
Edgeward,Burst Load,100,5,86.741
Edgeward,Burst Load,100,6,87.54
Edgeward,Burst Load,100,7,86.712
Edgeward,Burst Load,100,8,86.741
Edgeward,Burst Load,100,9,87.54
Edgeward,Burst Load,100,10,86.712
Edgeward,Burst Load,300,1,92.905
Edgeward,Burst Load,300,2,92.938
Edgeward,Burst Load,300,3,92.926
Edgeward,Burst Load,300,4,92.899
Edgeward,Burst Load,300,5,92.945
Edgeward,Burst Load,300,6,92.919
Edgeward,Burst Load,300,7,92.901
Edgeward,Burst Load,300,8,92.944
Edgeward,Burst Load,300,9,92.915
Edgeward,Burst Load,300,10,92.894
Edgeward,Burst Load,500,1,86.719
Edgeward,Burst Load,500,2,86.563
Edgeward,Burst Load,500,3,86.719
Edgeward,Burst Load,500,4,86.719
Edgeward,Burst Load,500,5,86.563
Edgeward,Burst Load,500,6,86.719
Edgeward,Burst Load,500,7,86.719
Edgeward,Burst Load,500,8,86.563
Edgeward,Burst Load,500,9,86.719
Edgeward,Burst Load,500,10,86.719
Edgeward,Burst Load,1000,1,83.849
Edgeward,Burst Load,1000,2,83.851
Edgeward,Burst Load,1000,3,83.964
Edgeward,Burst Load,1000,4,83.849
Edgeward,Burst Load,1000,5,83.851
Edgeward,Burst Load,1000,6,83.964
Edgeward,Burst Load,1000,7,83.849
Edgeward,Burst Load,1000,8,83.851
Edgeward,Burst Load,1000,9,83.964
Edgeward,Burst Load,1000,10,83.849
Edgeward,Churn,100,1,85.576
Edgeward,Churn,100,2,100.0
Edgeward,Churn,100,3,74.716
Edgeward,Churn,100,4,85.578
Edgeward,Churn,100,5,100.0
Edgeward,Churn,100,6,74.71
Edgeward,Churn,100,7,85.576
Edgeward,Churn,100,8,100.0
Edgeward,Churn,100,9,74.719
Edgeward,Churn,100,10,85.576
Edgeward,Churn,300,1,0.0
Edgeward,Churn,300,2,0.0
Edgeward,Churn,300,3,0.0
Edgeward,Churn,300,4,0.0
Edgeward,Churn,300,5,0.0
Edgeward,Churn,300,6,0.0
Edgeward,Churn,300,7,0.0
Edgeward,Churn,300,8,0.0
Edgeward,Churn,300,9,0.0
Edgeward,Churn,300,10,0.0
Edgeward,Churn,500,1,0.0
Edgeward,Churn,500,2,0.0
Edgeward,Churn,500,3,0.0
Edgeward,Churn,500,4,0.0
Edgeward,Churn,500,5,0.0
Edgeward,Churn,500,6,0.0
Edgeward,Churn,500,7,0.0
Edgeward,Churn,500,8,0.0
Edgeward,Churn,500,9,0.0
Edgeward,Churn,500,10,0.0
Edgeward,Churn,1000,1,0.0
Edgeward,Churn,1000,2,0.0
Edgeward,Churn,1000,3,0.0
Edgeward,Churn,1000,4,0.0
Edgeward,Churn,1000,5,0.0
Edgeward,Churn,1000,6,0.0
Edgeward,Churn,1000,7,0.0
Edgeward,Churn,1000,8,0.0
Edgeward,Churn,1000,9,0.0
Edgeward,Churn,1000,10,0.0
